id/bioguide,id/thomas,id/lis,id/govtrack,id/opensecrets,id/votesmart,id/fec/0,id/fec/1,id/cspan,id/wikipedia,id/house_history,id/ballotpedia,id/maplight,id/icpsr,id/wikidata,id/google_entity_id,name/first,name/last,name/official_full,bio/birthday,bio/gender,bio/religion,terms/0/type,terms/0/start,terms/0/end,terms/0/state,terms/0/district,terms/0/party,terms/1/type,terms/1/start,terms/1/end,terms/1/state,terms/1/district,terms/1/party,terms/2/type,terms/2/start,terms/2/end,terms/2/state,terms/2/district,terms/2/party,terms/3/type,terms/3/start,terms/3/end,terms/3/state,terms/3/district,terms/3/party,terms/4/type,terms/4/start,terms/4/end,terms/4/state,terms/4/district,terms/4/party,terms/5/type,terms/5/start,terms/5/end,terms/5/state,terms/5/district,terms/5/party,terms/5/url,terms/6/type,terms/6/start,terms/6/end,terms/6/state,terms/6/district,terms/6/party,terms/6/url,terms/7/type,terms/7/start,terms/7/end,terms/7/state,terms/7/class,terms/7/party,terms/7/url,terms/7/address,terms/7/phone,terms/7/fax,terms/7/contact_form,terms/7/office,terms/8/type,terms/8/start,terms/8/end,terms/8/state,terms/8/party,terms/8/class,terms/8/url,terms/8/address,terms/8/phone,terms/8/fax,terms/8/contact_form,terms/8/office,terms/8/state_rank,terms/8/rss_url,terms/1/class,terms/1/url,terms/2/class,terms/2/url,terms/2/address,terms/2/phone,terms/2/fax,terms/2/contact_form,terms/2/office,terms/3/class,terms/3/url,terms/3/address,terms/3/phone,terms/3/fax,terms/3/contact_form,terms/3/office,terms/3/state_rank,terms/3/rss_url,name/middle,terms/7/district,terms/8/district,terms/9/type,terms/9/start,terms/9/end,terms/9/state,terms/9/district,terms/9/party,terms/9/url,terms/10/type,terms/10/start,terms/10/end,terms/10/state,terms/10/class,terms/10/party,terms/10/url,terms/10/address,terms/10/phone,terms/10/fax,terms/10/contact_form,terms/10/office,terms/11/type,terms/11/start,terms/11/end,terms/11/state,terms/11/party,terms/11/class,terms/11/url,terms/11/address,terms/11/phone,terms/11/fax,terms/11/contact_form,terms/11/office,terms/11/state_rank,terms/11/rss_url,terms/5/class,terms/6/class,terms/6/address,terms/6/phone,terms/6/fax,terms/6/contact_form,terms/6/office,terms/7/state_rank,terms/7/rss_url,name/nickname,name/suffix,terms/0/class,terms/0/url,terms/0/address,terms/0/phone,terms/0/fax,terms/0/contact_form,terms/0/office,terms/1/address,terms/1/phone,terms/1/fax,terms/1/contact_form,terms/1/office,terms/1/state_rank,terms/1/rss_url,terms/4/class,terms/4/url,terms/4/address,terms/4/phone,terms/4/fax,terms/4/contact_form,terms/4/office,terms/4/state_rank,terms/4/rss_url,terms/5/address,terms/5/phone,terms/5/fax,terms/5/contact_form,terms/5/office,terms/6/state_rank,terms/6/rss_url,other_names/0/last,terms/9/class,terms/9/address,terms/9/phone,terms/9/fax,terms/9/contact_form,terms/9/office,terms/9/state_rank,terms/9/rss_url,terms/9/caucus,terms/2/state_rank,terms/2/rss_url,leadership_roles/0/title,leadership_roles/0/chamber,leadership_roles/0/start,leadership_roles/0/end,leadership_roles/1/title,leadership_roles/1/chamber,leadership_roles/1/start,leadership_roles/1/end,leadership_roles/2/title,leadership_roles/2/chamber,leadership_roles/2/start,leadership_roles/2/end,leadership_roles/3/title,leadership_roles/3/chamber,leadership_roles/3/start,leadership_roles/3/end,leadership_roles/4/title,leadership_roles/4/chamber,leadership_roles/4/start,leadership_roles/4/end,leadership_roles/5/title,leadership_roles/5/chamber,leadership_roles/5/start,terms/10/state_rank,terms/10/rss_url,terms/5/state_rank,terms/5/rss_url,terms/0/state_rank,terms/0/rss_url,family/0/name,family/0/relation,family/1/name,family/1/relation,family/2/name,family/2/relation,family/3/name,family/3/relation,terms/10/district,terms/11/district,terms/12/type,terms/12/start,terms/12/end,terms/12/state,terms/12/district,terms/12/party,terms/12/url,terms/13/type,terms/13/start,terms/13/end,terms/13/state,terms/13/district,terms/13/party,terms/13/url,terms/13/address,terms/13/phone,terms/13/fax,terms/13/contact_form,terms/13/office,terms/14/type,terms/14/start,terms/14/end,terms/14/state,terms/14/party,terms/14/district,terms/14/url,terms/14/address,terms/14/phone,terms/14/fax,terms/14/contact_form,terms/14/office,terms/14/rss_url,terms/15/type,terms/15/start,terms/15/end,terms/15/state,terms/15/party,terms/15/district,terms/15/url,terms/15/address,terms/15/phone,terms/15/fax,terms/15/contact_form,terms/15/office,terms/15/rss_url,id/fec/2,terms/16/type,terms/16/start,terms/16/end,terms/16/state,terms/16/district,terms/16/party,terms/17/type,terms/17/start,terms/17/end,terms/17/state,terms/17/district,terms/17/party,terms/18/type,terms/18/start,terms/18/end,terms/18/state,terms/18/district,terms/18/party,terms/19/type,terms/19/start,terms/19/end,terms/19/state,terms/19/district,terms/19/party,terms/19/url,terms/20/type,terms/20/start,terms/20/end,terms/20/state,terms/20/district,terms/20/party,terms/20/url,terms/21/type,terms/21/start,terms/21/end,terms/21/state,terms/21/district,terms/21/party,terms/21/url,terms/22/type,terms/22/start,terms/22/end,terms/22/state,terms/22/district,terms/22/party,terms/22/url,terms/23/type,terms/23/start,terms/23/end,terms/23/state,terms/23/district,terms/23/party,terms/23/url,terms/23/address,terms/23/phone,terms/23/fax,terms/23/contact_form,terms/23/office,terms/24/type,terms/24/start,terms/24/end,terms/24/state,terms/24/party,terms/24/district,terms/24/url,terms/24/address,terms/24/phone,terms/24/fax,terms/24/contact_form,terms/24/office,terms/24/rss_url,terms/25/type,terms/25/start,terms/25/end,terms/25/state,terms/25/party,terms/25/district,terms/25/url,terms/25/address,terms/25/phone,terms/25/fax,terms/25/contact_form,terms/25/office,terms/25/rss_url,terms/12/address,terms/12/phone,terms/12/fax,terms/12/contact_form,terms/12/office,terms/12/rss_url,terms/13/rss_url,terms/16/url,terms/16/address,terms/16/phone,terms/16/fax,terms/16/contact_form,terms/16/office,terms/16/rss_url,terms/17/url,terms/17/address,terms/17/phone,terms/17/fax,terms/17/contact_form,terms/17/office,terms/17/rss_url,terms/18/url,terms/18/address,terms/18/phone,terms/18/fax,terms/18/contact_form,terms/18/office,terms/19/address,terms/19/phone,terms/19/fax,terms/19/contact_form,terms/19/office,terms/19/rss_url,terms/20/class,terms/20/state_rank,terms/20/phone,terms/20/office,terms/20/address,terms/20/contact_form,terms/21/class,terms/21/state_rank,terms/21/phone,terms/21/office,terms/21/address,terms/21/contact_form,terms/20/fax,terms/21/fax,terms/21/rss_url,terms/22/address,terms/22/phone,terms/22/fax,terms/22/contact_form,terms/22/office,terms/22/rss_url,terms/0/party_affiliations/0/start,terms/0/party_affiliations/0/end,terms/0/party_affiliations/0/party,terms/0/party_affiliations/1/start,terms/0/party_affiliations/1/end,terms/0/party_affiliations/1/party,terms/3/caucus,terms/18/rss_url,terms/5/party_affiliations/0/start,terms/5/party_affiliations/0/end,terms/5/party_affiliations/0/party,terms/5/party_affiliations/1/start,terms/5/party_affiliations/1/end,terms/5/party_affiliations/1/party,terms/20/rss_url,family/4/name,family/4/relation,terms/0/caucus
P000597,01927,,412307,N00013817,6586,H8ME01120,S0ME00038,1002167,Chellie Pingree,20032,Chellie Pingree,789,20920,Q457243,kg:/m/05gflq,Chellie,Pingree,Chellie Pingree,1955-04-02,F,,rep,2009-01-06,2011-01-03,ME,1,Democrat,rep,2011-01-05,2013-01-03,ME,1,Democrat,rep,2013-01-03,2015-01-03,ME,1,Democrat,rep,2015-01-06,2017-01-03,ME,1,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pingree.house.gov,,http://pingree.house.gov,1318 Longworth HOB; Washington DC 20515-1901,202-225-6116,202-225-5590,https://pingree.house.gov/email-me,1318 Longworth House Office Building,,https://pingree.house.gov,2162 Rayburn HOB; Washington DC 20515-1901,202-225-6116,202-225-5590,https://pingree.house.gov/email-me,2162 Rayburn House Office Building,,http://pingree.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pingree.house.gov,,,,,,1318 Longworth HOB; Washington DC 20515-1901,202-225-6116,202-225-5590,https://forms.house.gov/pingree/contact-form.shtml,1318 Longworth House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pingree.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000373,01514,,400320,N00001633,265,H6PA16197,,11706,Joe Pitts,19742,Joseph R. Pitts,414,29752,Q1674465,kg:/m/03twrl,Joseph,Pitts,Joseph R. Pitts,1939-10-10,M,Protestant,rep,1997-01-07,1999-01-03,PA,16,Republican,rep,1999-01-06,2001-01-03,PA,16,Republican,rep,2001-01-03,2003-01-03,PA,16,Republican,rep,2003-01-07,2005-01-03,PA,16,Republican,rep,2005-01-04,2007-01-03,PA,16,Republican,rep,2007-01-04,2009-01-03,PA,16,Republican,http://www.house.gov/pitts,rep,2009-01-06,2011-01-03,PA,16,Republican,http://www.house.gov/pitts,rep,2011-01-05,2013-01-03,PA,,Republican,http://www.house.gov/pitts,420 Cannon HOB; Washington DC 20515-3816,202-225-2411,202-225-2013,http://www.house.gov/pitts/contact.shtml,420 Cannon House Office Building,rep,2013-01-03,2015-01-03,PA,Republican,,http://pitts.house.gov,420 Cannon HOB; Washington DC 20515-3816,202-225-2411,202-225-2013,https://pitts.house.gov/contact-me/legislative-contact-form,420 Cannon House Office Building,,http://pitts.house.gov/rss.xml,,,,,,,,,,,http://www.house.gov/pitts,,,,,,,,R.,16,16,rep,2015-01-06,2017-01-03,PA,16,Republican,http://pitts.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/pitts,,,,,,,,,,,,,,,,,420 Cannon HOB; Washington DC 20515-3816,202-225-2411,202-225-2013,https://pitts.house.gov/contact-me/legislative-contact-form,420 Cannon House Office Building,,http://pitts.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000592,01802,,400652,N00026457,49198,H4TX02108,,1011398,Ted Poe,20022,Ted Poe,657,20528,Q532661,kg:/m/04928s,Ted,Poe,Ted Poe,1948-09-10,M,Unknown,rep,2005-01-04,2007-01-03,TX,2,Republican,rep,2007-01-04,2009-01-03,TX,2,Republican,rep,2009-01-06,2011-01-03,TX,2,Republican,rep,2011-01-05,2013-01-03,TX,2,Republican,rep,2013-01-03,2015-01-03,TX,2,Republican,rep,2015-01-06,2017-01-03,TX,2,Republican,https://poe.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/poe,,http://www.house.gov/poe,,,,,,,http://www.house.gov/poe,430 Cannon HOB; Washington DC 20515-4302,202-225-6565,202-225-5547,http://poe.house.gov/email/,430 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://poe.house.gov,2412 Rayburn HOB; Washington DC 20515-4302,202-225-6565,202-225-5547,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,2412 Rayburn House Office Building,,http://poe.house.gov/index.php?format=feed&amp;type=rss,2412 Rayburn HOB; Washington DC 20515-4302,202-225-6565,202-225-5547,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,2412 Rayburn House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://poe.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000598,01910,,412308,N00029127,106220,H8CO02137,,1031300,Jared Polis,20034,Jared Polis,790,20904,Q935734,kg:/m/02qckk4,Jared,Polis,Jared Polis,1975-05-12,M,,rep,2009-01-06,2011-01-03,CO,2,Democrat,rep,2011-01-05,2013-01-03,CO,2,Democrat,rep,2013-01-03,2015-01-03,CO,2,Democrat,rep,2015-01-06,2017-01-03,CO,2,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://polis.house.gov,,http://polis.house.gov,1433 Longworth HOB; Washington DC 20515-0602,202-225-2161,202-226-7840,https://polis.house.gov/forms/writeyourrep/default.aspx,1433 Longworth House Office Building,,http://polis.house.gov,1433 Longworth HOB; Washington DC 20515-0602,202-225-2161,202-226-7840,https://polis.house.gov/forms/writeyourrep/default.aspx,1433 Longworth House Office Building,,http://polis.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://polis.house.gov,,,,,,501 Cannon HOB; Washington DC 20515-0602,202-225-2161,202-226-7840,http://polis.house.gov/Contact/,501 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://polis.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000602,02022,,412431,N00030744,125023,H0KS04051,,623387,Mike Pompeo,20041,Mike Pompeo,1442,21136,Q473239,kg:/m/0cnxjk7,Mike,Pompeo,Mike Pompeo,1963-12-30,M,,rep,2011-01-05,2013-01-03,KS,4,Republican,rep,2013-01-03,2015-01-03,KS,4,Republican,rep,2015-01-06,2017-01-03,KS,4,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pompeo.house.gov,,http://pompeo.house.gov,436 Cannon HOB; Washington DC 20515-1604,202-225-6216,202-225-3489,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,436 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pompeo.house.gov/,107 Cannon HOB; Washington DC 20515-1604,202-225-6216,202-225-3489,,107 Cannon House Office Building,107 Cannon HOB; Washington DC 20515-1604,202-225-6216,202-225-3489,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,107 Cannon House Office Building,,http://pompeo.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pompeo.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000449,00924,S349,400325,N00003682,27008,S0OH00133,H4OH02032,31819,Rob Portman,19838,Rob Portman,419,29386,Q926069,kg:/m/0343xg,Robert,Portman,Rob Portman,1955-12-19,M,Methodist,rep,1993-05-04,1995-01-03,OH,2,Republican,rep,1995-01-04,1997-01-03,OH,2,Republican,rep,1997-01-07,1999-01-03,OH,2,Republican,rep,1999-01-06,2001-01-03,OH,2,Republican,rep,2001-01-03,2003-01-03,OH,2,Republican,rep,2003-01-07,2005-01-03,OH,2,Republican,http://www.house.gov/portman,rep,2005-01-04,2005-04-29,OH,2,Republican,http://www.house.gov/portman,sen,2011-01-05,2017-01-03,OH,3,Republican,http://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,,https://www.portman.senate.gov/public/index.cfm/contact-form,448 Russell Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junior,http://www.portman.senate.gov/public/index.cfm/rss/feed,Rob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000599,01915,,412309,N00029662,24280,H8FL15107,,88959,Bill Posey,20036,Bill Posey,791,20909,Q862373,kg:/m/0281vxy,Bill,Posey,Bill Posey,1947-12-18,M,,rep,2009-01-06,2011-01-03,FL,15,Republican,rep,2011-01-05,2013-01-03,FL,15,Republican,rep,2013-01-03,2015-01-03,FL,8,Republican,rep,2015-01-06,2017-01-03,FL,8,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://posey.house.gov,,http://posey.house.gov,120 Cannon HOB; Washington DC 20515-0908,202-225-3671,202-225-3516,https://posey.house.gov/forms/writeyourrep/,120 Cannon House Office Building,,http://posey.house.gov,120 Cannon HOB; Washington DC 20515-0908,202-225-3671,202-225-3516,https://posey.house.gov/forms/writeyourrep/,120 Cannon House Office Building,,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://posey.house.gov,,,,,,120 Cannon HOB; Washington DC 20515-0915,202-225-3671,202-225-3516,http://posey.house.gov/Contact/,120 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000523,00930,,400326,N00002260,119,H6NC04037,,6748,David Price (U.S. politician),19927,David Price,420,15438,Q984010,kg:/m/034dxn,David,Price,David E. Price,1940-08-17,M,Baptist,rep,1987-01-06,1989-01-03,NC,4,Democrat,rep,1989-01-03,1991-01-03,NC,4,Democrat,rep,1991-01-03,1993-01-03,NC,4,Democrat,rep,1993-01-05,1995-01-03,NC,4,Democrat,rep,1997-01-07,1999-01-03,NC,4,Democrat,rep,1999-01-06,2001-01-03,NC,4,Democrat,,rep,2001-01-03,2003-01-03,NC,4,Democrat,,rep,2003-01-07,2005-01-03,NC,,Democrat,http://www.house.gov/price,,,,,,rep,2005-01-04,2007-01-03,NC,Democrat,,http://www.house.gov/price,,,,,,,,,,,,,,,,,,,,,,,,,,E.,4,4,rep,2007-01-04,2009-01-03,NC,4,Democrat,http://price.house.gov,rep,2009-01-06,2011-01-03,NC,,Democrat,http://price.house.gov,,,,,,rep,2011-01-05,2013-01-03,NC,Democrat,,http://price.house.gov,2162 Rayburn HOB; Washington DC 20515-3304,202-225-1784,202-225-2014,http://price.house.gov/contact/contact_form.shtml,2162 Rayburn House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,rep,2013-01-03,2015-01-03,NC,4,Democrat,http://price.house.gov,rep,2015-01-06,2017-01-03,NC,4,Democrat,http://price.house.gov,2108 Rayburn HOB; Washington DC 20515-3304,202-225-1784,202-225-2014,https://price.house.gov/contact,2108 Rayburn House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162 Rayburn HOB; Washington DC 20515-3304,202-225-1784,202-225-2014,https://price.house.gov/contact,2162 Rayburn House Office Building,http://price.house.gov/index.php?format=feed&amp;type=rss,http://price.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000591,01778,,400626,N00026160,11853,H4GA06087,,1013044,Tom Price (U.S. politician),20020,Tom Price,632,20505,Q1415243,kg:/m/04z48c,Tom,Price,Tom Price,1954-10-08,M,,rep,2005-01-04,2007-01-03,GA,6,Republican,rep,2007-01-04,2009-01-03,GA,6,Republican,rep,2009-01-06,2011-01-03,GA,6,Republican,rep,2011-01-05,2013-01-03,GA,6,Republican,rep,2013-01-03,2015-01-03,GA,6,Republican,rep,2015-01-06,2017-01-03,GA,6,Republican,https://tomprice.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/tomprice,,http://www.house.gov/tomprice,,,,,,,http://www.house.gov/tomprice,403 Cannon HOB; Washington DC 20515-1006,202-225-4501,202-225-4656,http://tom.house.gov/html/contact_form_email.cfm,403 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tomprice.house.gov,100 Cannon HOB; Washington DC 20515-1006,202-225-4501,202-225-4656,https://tomprice.house.gov/contact-me,100 Cannon House Office Building,,http://tomprice.house.gov/rss.xml,100 Cannon HOB; Washington DC 20515-1006,202-225-4501,202-225-4656,https://tomprice.house.gov/contact-me,100 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tomprice.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q000023,01967,,412331,N00030581,83310,H0IL05096,,9263344,Mike Quigley (politician),20072,Michael Quigley,1186,20954,Q465767,kg:/m/0fccwh,Mike,Quigley,Mike Quigley,1958-10-17,M,,rep,2009-04-07,2011-01-03,IL,5,Democrat,rep,2011-01-05,2013-01-03,IL,5,Democrat,rep,2013-01-03,2015-01-03,IL,5,Democrat,rep,2015-01-06,2017-01-03,IL,5,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://quigley.house.gov/,,http://quigley.house.gov,1124 Longworth HOB; Washington DC 20515-1305,202-225-4061,202-225-5603,https://quigleyforms.house.gov/forms/writeyourrep/,1124 Longworth House Office Building,,http://quigley.house.gov,2458 Rayburn HOB; Washington DC 20515-1305,202-225-4061,202-225-5603,https://quigleyforms.house.gov/forms/writeyourrep/,2458 Rayburn House Office Building,,http://quigley.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://quigley.house.gov/,,,,,,1124 Longworth HOB; Washington DC 20515-1305,202-225-4061,202-225-5603,https://forms.house.gov/quigley/contact-form.shtml,1124 Longworth House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://quigley.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
