,name/first,name/middle,name/last,name/official_full,name/nickname,name/suffix,bio/birthday,bio/gender,id/ballotpedia,id/wikipedia,terms/0/address,terms/0/class,terms/0/contact_form,terms/0/district,terms/0/end,terms/0/fax,terms/0/office,terms/0/party,terms/0/phone,terms/0/rss_url,terms/0/start,terms/0/state,terms/0/state_rank,terms/0/type,terms/0/url,terms/1/address,terms/1/class,terms/1/contact_form,terms/1/district,terms/1/end,terms/1/fax,terms/1/office,terms/1/party,terms/1/phone,terms/1/rss_url,terms/1/start,terms/1/state,terms/1/state_rank,terms/1/type,terms/1/url,terms/2/address,terms/2/class,terms/2/contact_form,terms/2/district,terms/2/end,terms/2/fax,terms/2/office,terms/2/party,terms/2/phone,terms/2/rss_url,terms/2/start,terms/2/state,terms/2/state_rank,terms/2/type,terms/2/url,terms/3/address,terms/3/class,terms/3/contact_form,terms/3/district,terms/3/end,terms/3/fax,terms/3/office,terms/3/party,terms/3/phone,terms/3/rss_url,terms/3/start,terms/3/state,terms/3/state_rank,terms/3/type,terms/3/url,terms/4/address,terms/4/class,terms/4/contact_form,terms/4/district,terms/4/end,terms/4/fax,terms/4/office,terms/4/party,terms/4/phone,terms/4/rss_url,terms/4/start,terms/4/state,terms/4/state_rank,terms/4/type,terms/4/url,terms/5/address,terms/5/class,terms/5/contact_form,terms/5/district,terms/5/end,terms/5/fax,terms/5/office,terms/5/party,terms/5/phone,terms/5/rss_url,terms/5/start,terms/5/state,terms/5/state_rank,terms/5/type,terms/5/url,terms/6/address,terms/6/class,terms/6/contact_form,terms/6/district,terms/6/end,terms/6/fax,terms/6/office,terms/6/party,terms/6/phone,terms/6/rss_url,terms/6/start,terms/6/state,terms/6/state_rank,terms/6/type,terms/6/url,terms/7/address,terms/7/class,terms/7/contact_form,terms/7/district,terms/7/end,terms/7/fax,terms/7/office,terms/7/party,terms/7/phone,terms/7/rss_url,terms/7/start,terms/7/state,terms/7/state_rank,terms/7/type,terms/7/url,terms/8/address,terms/8/class,terms/8/contact_form,terms/8/district,terms/8/end,terms/8/fax,terms/8/office,terms/8/party,terms/8/phone,terms/8/rss_url,terms/8/start,terms/8/state,terms/8/state_rank,terms/8/type,terms/8/url,terms/9/address,terms/9/caucus,terms/9/class,terms/9/contact_form,terms/9/district,terms/9/end,terms/9/fax,terms/9/office,terms/9/party,terms/9/phone,terms/9/rss_url,terms/9/start,terms/9/state,terms/9/state_rank,terms/9/type,terms/9/url,terms/10/address,terms/10/class,terms/10/contact_form,terms/10/district,terms/10/end,terms/10/fax,terms/10/office,terms/10/party,terms/10/phone,terms/10/rss_url,terms/10/start,terms/10/state,terms/10/state_rank,terms/10/type,terms/10/url,terms/11/address,terms/11/class,terms/11/contact_form,terms/11/district,terms/11/end,terms/11/fax,terms/11/office,terms/11/party,terms/11/phone,terms/11/rss_url,terms/11/start,terms/11/state,terms/11/state_rank,terms/11/type,terms/11/url,terms/12/address,terms/12/contact_form,terms/12/district,terms/12/end,terms/12/fax,terms/12/office,terms/12/party,terms/12/phone,terms/12/rss_url,terms/12/start,terms/12/state,terms/12/type,terms/12/url,terms/13/address,terms/13/contact_form,terms/13/district,terms/13/end,terms/13/fax,terms/13/office,terms/13/party,terms/13/phone,terms/13/rss_url,terms/13/start,terms/13/state,terms/13/type,terms/13/url,terms/14/address,terms/14/contact_form,terms/14/district,terms/14/end,terms/14/fax,terms/14/office,terms/14/party,terms/14/phone,terms/14/rss_url,terms/14/start,terms/14/state,terms/14/type,terms/14/url,terms/15/address,terms/15/contact_form,terms/15/district,terms/15/end,terms/15/fax,terms/15/office,terms/15/party,terms/15/phone,terms/15/rss_url,terms/15/start,terms/15/state,terms/15/type,terms/15/url,terms/16/address,terms/16/contact_form,terms/16/district,terms/16/end,terms/16/fax,terms/16/office,terms/16/party,terms/16/phone,terms/16/rss_url,terms/16/start,terms/16/state,terms/16/type,terms/16/url,terms/17/address,terms/17/contact_form,terms/17/district,terms/17/end,terms/17/fax,terms/17/office,terms/17/party,terms/17/phone,terms/17/rss_url,terms/17/start,terms/17/state,terms/17/type,terms/17/url,terms/18/address,terms/18/contact_form,terms/18/district,terms/18/end,terms/18/fax,terms/18/office,terms/18/party,terms/18/phone,terms/18/rss_url,terms/18/start,terms/18/state,terms/18/type,terms/18/url,terms/19/address,terms/19/contact_form,terms/19/district,terms/19/end,terms/19/fax,terms/19/office,terms/19/party,terms/19/phone,terms/19/rss_url,terms/19/start,terms/19/state,terms/19/type,terms/19/url,terms/20/address,terms/20/class,terms/20/contact_form,terms/20/district,terms/20/end,terms/20/fax,terms/20/office,terms/20/party,terms/20/phone,terms/20/rss_url,terms/20/start,terms/20/state,terms/20/state_rank,terms/20/type,terms/20/url,terms/21/address,terms/21/class,terms/21/contact_form,terms/21/district,terms/21/end,terms/21/fax,terms/21/office,terms/21/party,terms/21/phone,terms/21/rss_url,terms/21/start,terms/21/state,terms/21/state_rank,terms/21/type,terms/21/url,terms/22/address,terms/22/contact_form,terms/22/district,terms/22/end,terms/22/fax,terms/22/office,terms/22/party,terms/22/phone,terms/22/rss_url,terms/22/start,terms/22/state,terms/22/type,terms/22/url,terms/23/address,terms/23/contact_form,terms/23/district,terms/23/end,terms/23/fax,terms/23/office,terms/23/party,terms/23/phone,terms/23/start,terms/23/state,terms/23/type,terms/23/url,terms/24/address,terms/24/contact_form,terms/24/district,terms/24/end,terms/24/fax,terms/24/office,terms/24/party,terms/24/phone,terms/24/rss_url,terms/24/start,terms/24/state,terms/24/type,terms/24/url,terms/25/address,terms/25/contact_form,terms/25/district,terms/25/end,terms/25/fax,terms/25/office,terms/25/party,terms/25/phone,terms/25/rss_url,terms/25/start,terms/25/state,terms/25/type,terms/25/url
212,John,R.,Lewis,John Lewis,,,2/21/40,M,John Lewis (Georgia),John Lewis (Georgia politician),,,,5.0,1/3/89,,,Democrat,,,1/6/87,GA,,rep,,,,,5.0,1/3/91,,,Democrat,,,1/3/89,GA,,rep,,,,,5.0,1/3/93,,,Democrat,,,1/3/91,GA,,rep,,,,,5.0,1/3/95,,,Democrat,,,1/5/93,GA,,rep,,,,,5.0,1/3/97,,,Democrat,,,1/4/95,GA,,rep,,,,,5.0,1/3/99,,,Democrat,,,1/7/97,GA,,rep,,,,,5.0,1/3/01,,,Democrat,,,1/6/99,GA,,rep,,,,,5.0,1/3/03,,,Democrat,,,1/3/01,GA,,rep,,,,,5.0,1/3/05,,,Democrat,,,1/7/03,GA,,rep,http://www.house.gov/johnlewis,,,,,5.0,1/3/07,,,Democrat,,,1/4/05,GA,,rep,http://www.house.gov/johnlewis,,,,5.0,1/3/09,,,Democrat,,,1/4/07,GA,,rep,http://www.house.gov/johnlewis,,,,5.0,1/3/11,,,Democrat,,,1/6/09,GA,,rep,http://www.house.gov/johnlewis,343 Cannon HOB; Washington DC 20515-1005,http://www.house.gov/formjohnlewis/contact.html,5.0,1/3/13,202-225-0351,343 Cannon House Office Building,Democrat,202-225-3801,,1/5/11,GA,rep,http://www.house.gov/johnlewis,343 Cannon HOB; Washington DC 20515-1005,https://johnlewis.house.gov/contact-me/email-me-zip,5.0,1/3/15,202-225-0351,343 Cannon House Office Building,Democrat,202-225-3801,http://johnlewis.house.gov/rss.xml,1/3/13,GA,rep,http://johnlewis.house.gov,343 Cannon HOB; Washington DC 20515-1005,https://johnlewis.house.gov/contact-me/email-me-zip,5.0,1/3/17,202-225-0351,343 Cannon House Office Building,Democrat,202-225-3801,http://johnlewis.house.gov/rss.xml,1/6/15,GA,rep,http://johnlewis.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Daniel,William,Lipinski,Daniel Lipinski,,,7/15/66,M,Daniel Lipinski,Dan Lipinski,,,,3.0,1/3/07,,,Democrat,,,1/4/05,IL,,rep,,,,,3.0,1/3/09,,,Democrat,,,1/4/07,IL,,rep,http://www.lipinski.house.gov,,,,3.0,1/3/11,,,Democrat,,,1/6/09,IL,,rep,http://www.lipinski.house.gov,1717 Longworth HOB; Washington DC 20515-1303,,http://www.house.gov/formlipinski/zipauth.html,3.0,1/3/13,202-225-1012,1717 Longworth House Office Building,Democrat,202-225-5701,,1/5/11,IL,,rep,http://www.lipinski.house.gov,1717 Longworth HOB; Washington DC 20515-1303,,https://lipinskiforms.house.gov/contact-form,3.0,1/3/15,202-225-1012,1717 Longworth House Office Building,Democrat,202-225-5701,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,1/3/13,IL,,rep,http://www.lipinski.house.gov,2346 Rayburn HOB; Washington DC 20515-1303,,https://lipinskiforms.house.gov/contact-form,3.0,1/3/17,202-225-1012,2346 Rayburn House Office Building,Democrat,202-225-5701,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,1/6/15,IL,,rep,http://lipinski.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Frank,A.,LoBiondo,Frank A. LoBiondo,,,5/12/46,M,Frank LoBiondo,Frank LoBiondo,,,,2.0,1/3/97,,,Republican,,,1/4/95,NJ,,rep,,,,,2.0,1/3/99,,,Republican,,,1/7/97,NJ,,rep,,,,,2.0,1/3/01,,,Republican,,,1/6/99,NJ,,rep,,,,,2.0,1/3/03,,,Republican,,,1/3/01,NJ,,rep,,,,,2.0,1/3/05,,,Republican,,,1/7/03,NJ,,rep,http://www.house.gov/lobiondo,,,,2.0,1/3/07,,,Republican,,,1/4/05,NJ,,rep,http://www.house.gov/lobiondo,,,,2.0,1/3/09,,,Republican,,,1/4/07,NJ,,rep,http://www.house.gov/lobiondo,,,,2.0,1/3/11,,,Republican,,,1/6/09,NJ,,rep,http://www.house.gov/lobiondo,2427 Rayburn HOB; Washington DC 20515-3002,,http://www.house.gov/lobiondo/IMA/issue.htm,2.0,1/3/13,202-225-3318,2427 Rayburn House Office Building,Republican,202-225-6572,,1/5/11,NJ,,rep,http://www.house.gov/lobiondo,2427 Rayburn HOB; Washington DC 20515-3002,,,https://lobiondo.house.gov/contact-me/email-me,2.0,1/3/15,202-225-3318,2427 Rayburn House Office Building,Republican,202-225-6572,http://lobiondo.house.gov/rss.xml,1/3/13,NJ,,rep,http://lobiondo.house.gov,2427 Rayburn HOB; Washington DC 20515-3002,,https://lobiondo.house.gov/contact-me/email-me,2.0,1/3/17,202-225-3318,2427 Rayburn House Office Building,Republican,202-225-6572,http://lobiondo.house.gov/rss.xml,1/6/15,NJ,,rep,http://lobiondo.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,David,,Loebsack,David Loebsack,,,12/23/52,M,Dave Loebsack,Dave Loebsack,,,,2.0,1/3/09,,,Democrat,,,1/4/07,IA,,rep,http://loebsack.house.gov,,,,2.0,1/3/11,,,Democrat,,,1/6/09,IA,,rep,http://loebsack.house.gov,1527 Longworth HOB; Washington DC 20515-1502,,http://loebsack.house.gov/contactform/,2.0,1/3/13,202-226-0757,1527 Longworth House Office Building,Democrat,202-225-6576,,1/5/11,IA,,rep,http://loebsack.house.gov,1527 Longworth HOB; Washington DC 20515-1502,,https://loebsack.house.gov/forms/writeyourrep/,2.0,1/3/15,202-226-0757,1527 Longworth House Office Building,Democrat,202-225-6576,http://loebsack.house.gov/news/rss.aspx,1/3/13,IA,,rep,http://loebsack.house.gov,1527 Longworth HOB; Washington DC 20515-1502,,https://loebsack.house.gov/forms/writeyourrep/,2.0,1/3/17,202-226-0757,1527 Longworth House Office Building,Democrat,202-225-6576,http://loebsack.house.gov/news/rss.aspx,1/6/15,IA,,rep,http://loebsack.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Zoe,,Lofgren,Zoe Lofgren,,,12/21/47,F,Zoe Lofgren,Zoe Lofgren,,,,16.0,1/3/97,,,Democrat,,,1/4/95,CA,,rep,,,,,16.0,1/3/99,,,Democrat,,,1/7/97,CA,,rep,,,,,16.0,1/3/01,,,Democrat,,,1/6/99,CA,,rep,,,,,16.0,1/3/03,,,Democrat,,,1/3/01,CA,,rep,,,,,16.0,1/3/05,,,Democrat,,,1/7/03,CA,,rep,http://zoelofgren.house.gov,,,,16.0,1/3/07,,,Democrat,,,1/4/05,CA,,rep,http://zoelofgren.house.gov,,,,16.0,1/3/09,,,Democrat,,,1/4/07,CA,,rep,http://www.house.gov/lofgren,,,,16.0,1/3/11,,,Democrat,,,1/6/09,CA,,rep,http://www.house.gov/lofgren,1401 Longworth HOB; Washington DC 20515-0516,,http://lofgren.house.gov/emailform.shtml,16.0,1/3/13,202-225-3336,1401 Longworth House Office Building,Democrat,202-225-3072,,1/5/11,CA,,rep,http://www.house.gov/lofgren,1401 Longworth HOB; Washington DC 20515-0519,,,http://lofgren.house.gov/contact/,19.0,1/3/15,202-225-3336,1401 Longworth House Office Building,Democrat,202-225-3072,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,1/3/13,CA,,rep,http://lofgren.house.gov,1401 Longworth HOB; Washington DC 20515-0519,,http://lofgren.house.gov/contact/,19.0,1/3/17,202-225-3336,1401 Longworth House Office Building,Democrat,202-225-3072,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,1/6/15,CA,,rep,https://lofgren.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Billy,,Long,Billy Long,,,8/11/55,M,,Billy Long,1541 Longworth HOB; Washington DC 20515-2507,,,7.0,1/3/13,202-225-5604,1541 Longworth House Office Building,Republican,202-225-6536,,1/5/11,MO,,rep,http://long.house.gov/,1541 Longworth HOB; Washington DC 20515-2507,,https://longforms.house.gov/email-billy,7.0,1/3/15,202-225-5604,1541 Longworth House Office Building,Republican,202-225-6536,http://long.house.gov/common/rss//index.cfm?rss=49,1/3/13,MO,,rep,http://long.house.gov,1541 Longworth HOB; Washington DC 20515-2507,,https://longforms.house.gov/email-billy,7.0,1/3/17,202-225-5604,1541 Longworth House Office Building,Republican,202-225-6536,http://long.house.gov/common/rss//index.cfm?rss=49,1/6/15,MO,,rep,http://long.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Nita,M.,Lowey,Nita M. Lowey,,,7/5/37,F,Nita Lowey,Nita Lowey,,,,20.0,1/3/91,,,Democrat,,,1/3/89,NY,,rep,,,,,20.0,1/3/93,,,Democrat,,,1/3/91,NY,,rep,,,,,18.0,1/3/95,,,Democrat,,,1/5/93,NY,,rep,,,,,18.0,1/3/97,,,Democrat,,,1/4/95,NY,,rep,,,,,18.0,1/3/99,,,Democrat,,,1/7/97,NY,,rep,,,,,18.0,1/3/01,,,Democrat,,,1/6/99,NY,,rep,,,,,18.0,1/3/03,,,Democrat,,,1/3/01,NY,,rep,,,,,18.0,1/3/05,,,Democrat,,,1/7/03,NY,,rep,http://www.house.gov/lowey,,,,18.0,1/3/07,,,Democrat,,,1/4/05,NY,,rep,http://www.house.gov/lowey,,,,,18.0,1/3/09,,,Democrat,,,1/4/07,NY,,rep,http://www.house.gov/lowey,,,,18.0,1/3/11,,,Democrat,,,1/6/09,NY,,rep,http://www.house.gov/lowey,2365 Rayburn HOB; Washington DC 20515-3218,,http://lowey.house.gov/?sectionid=56&amp;sectiontree=56,18.0,1/3/13,202-225-0546,2365 Rayburn House Office Building,Democrat,202-225-6506,,1/5/11,NY,,rep,http://www.house.gov/lowey,2365 Rayburn HOB; Washington DC 20515-3217,https://lowey.house.gov/contact-form/,17.0,1/3/15,202-225-0546,2365 Rayburn House Office Building,Democrat,202-225-6506,http://www.house.gov/common/rss/?rss=18,1/3/13,NY,rep,http://lowey.house.gov,2365 Rayburn HOB; Washington DC 20515-3217,https://lowey.house.gov/contact-form/,17.0,1/3/17,202-225-0546,2365 Rayburn House Office Building,Democrat,202-225-6506,http://www.house.gov/common/rss/?rss=18,1/6/15,NY,rep,http://lowey.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Frank,D.,Lucas,Frank D. Lucas,,,1/6/60,M,Frank D. Lucas,Frank Lucas (Oklahoma politician),,,,6.0,1/3/95,,,Republican,,,5/10/93,OK,,rep,,,,,6.0,1/3/97,,,Republican,,,1/4/95,OK,,rep,,,,,6.0,1/3/99,,,Republican,,,1/7/97,OK,,rep,,,,,6.0,1/3/01,,,Republican,,,1/6/99,OK,,rep,,,,,6.0,1/3/03,,,Republican,,,1/3/01,OK,,rep,,,,,3.0,1/3/05,,,Republican,,,1/7/03,OK,,rep,http://www.house.gov/lucas,,,,3.0,1/3/07,,,Republican,,,1/4/05,OK,,rep,http://www.house.gov/lucas,,,,3.0,1/3/09,,,Republican,,,1/4/07,OK,,rep,http://www.house.gov/lucas,,,,3.0,1/3/11,,,Republican,,,1/6/09,OK,,rep,http://www.house.gov/lucas,2311 Rayburn HOB; Washington DC 20515-3603,,,http://www.house.gov/lucas/zipauth.htm,3.0,1/3/13,202-225-8698,2311 Rayburn House Office Building,Republican,202-225-5565,,1/5/11,OK,,rep,http://www.house.gov/lucas,2311 Rayburn HOB; Washington DC 20515-3603,,https://lucas.house.gov/contact-me/email-me,3.0,1/3/15,202-225-8698,2311 Rayburn House Office Building,Republican,202-225-5565,http://lucas.house.gov/rss.xml,1/3/13,OK,,rep,http://lucas.house.gov,2405 Rayburn HOB; Washington DC 20515-3603,,https://lucas.house.gov/contact-me/email-me,3.0,1/3/17,202-225-8698,2405 Rayburn House Office Building,Republican,202-225-5565,http://lucas.house.gov/rss.xml,1/6/15,OK,,rep,http://lucas.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Blaine,,Luetkemeyer,Blaine Luetkemeyer,,,5/7/52,M,,Blaine Luetkemeyer,,,,9.0,1/3/11,,,Republican,,,1/6/09,MO,,rep,http://luetkemeyer.house.gov,1740 Longworth HOB; Washington DC 20515-2509,,https://forms.house.gov/luetkemeyer/contact-form.shtml,9.0,1/3/13,202-225-5712,1740 Longworth House Office Building,Republican,202-225-2956,,1/5/11,MO,,rep,http://luetkemeyer.house.gov,2440 Rayburn HOB; Washington DC 20515-2503,,https://luetkemeyer.house.gov/forms/writeyourrep/,3.0,1/3/15,202-225-5712,2440 Rayburn House Office Building,Republican,202-225-2956,http://luetkemeyer.house.gov/news/rss.aspx,1/3/13,MO,,rep,http://luetkemeyer.house.gov,2440 Rayburn HOB; Washington DC 20515-2503,,https://luetkemeyer.house.gov/forms/writeyourrep/,3.0,1/3/17,202-225-5712,2440 Rayburn House Office Building,Republican,202-225-2956,http://luetkemeyer.house.gov/news/rss.aspx,1/6/15,MO,,rep,http://luetkemeyer.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Ben,Ray,LujÌÄåÁn,Ben Ray LujÌÄåÁn,,,6/7/72,M,,Ben Ray LujÌÄåÁn,,,,3.0,1/3/11,,,Democrat,,,1/6/09,NM,,rep,http://lujan.house.gov,330 Cannon HOB; Washington DC 20515-3103,,https://forms.house.gov/lujan/contact-form.shtml,3.0,1/3/13,202-226-1528,330 Cannon House Office Building,Democrat,202-225-6190,,1/5/11,NM,,rep,http://lujan.house.gov,2446 Rayburn HOB; Washington DC 20515-3103,,https://forms.house.gov/lujan/contact-form.shtml,3.0,1/3/15,202-226-1528,2446 Rayburn House Office Building,Democrat,202-225-6190,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,1/3/13,NM,,rep,http://lujan.house.gov,2446 Rayburn HOB; Washington DC 20515-3103,,https://forms.house.gov/lujan/contact-form.shtml,3.0,1/3/17,202-226-1528,2446 Rayburn House Office Building,Democrat,202-225-6190,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,1/6/15,NM,,rep,http://lujan.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Cynthia,M.,Lummis,Cynthia M. Lummis,,,9/10/54,F,Cynthia Lummis,Cynthia Lummis,,,,0.0,1/3/11,,,Republican,,,1/6/09,WY,,rep,http://lummis.house.gov,113 Cannon HOB; Washington DC 20515-5001,,https://forms.house.gov/lummis/contact-form.shtml,0.0,1/3/13,202-225-3057,113 Cannon House Office Building,Republican,202-225-2311,,1/5/11,WY,,rep,http://lummis.house.gov,113 Cannon HOB; Washington DC 20515-5000,,http://lummis.house.gov/contact/,0.0,1/3/15,202-225-3057,113 Cannon House Office Building,Republican,202-225-2311,http://lummis.house.gov/news/rss.aspx,1/3/13,WY,,rep,http://lummis.house.gov,2433 Rayburn HOB; Washington DC 20515-5000,,http://lummis.house.gov/contact/,0.0,1/3/17,202-225-3057,2433 Rayburn House Office Building,Republican,202-225-2311,http://lummis.house.gov/news/rss.aspx,1/6/15,WY,,rep,http://lummis.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Stephen,F.,Lynch,Stephen F. Lynch,,,3/31/55,M,Stephen Lynch,Stephen F. Lynch,,,,9.0,1/3/03,,,Democrat,,,10/23/01,MA,,rep,,,,,9.0,1/3/05,,,Democrat,,,1/7/03,MA,,rep,http://www.house.gov/lynch,,,,9.0,1/3/07,,,Democrat,,,1/4/05,MA,,rep,http://www.house.gov/lynch,,,,9.0,1/3/09,,,Democrat,,,1/4/07,MA,,rep,http://www.house.gov/lynch,,,,9.0,1/3/11,,,Democrat,,,1/6/09,MA,,rep,http://www.house.gov/lynch,2348 Rayburn HOB; Washington DC 20515-2109,,http://www.house.gov/writerep,9.0,1/3/13,202-225-3984,2348 Rayburn House Office Building,Democrat,202-225-8273,,1/5/11,MA,,rep,http://www.house.gov/lynch,2133 Rayburn HOB; Washington DC 20515-2108,,https://lynch.house.gov/contact-me/email-me,8.0,1/3/15,202-225-3984,2133 Rayburn House Office Building,Democrat,202-225-8273,http://lynch.house.gov/rss.xml,1/3/13,MA,,rep,http://lynch.house.gov,2369 Rayburn HOB; Washington DC 20515-2108,,https://lynch.house.gov/contact-me/email-me,8.0,1/3/17,202-225-3984,2369 Rayburn House Office Building,Democrat,202-225-8273,http://lynch.house.gov/rss.xml,1/6/15,MA,,rep,http://lynch.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
