id/wikipedia,id/ballotpedia,name/first,name/last,name/official_full,bio/birthday,bio/gender,terms/0/type,terms/0/start,terms/0/end,terms/0/state,terms/0/district,terms/0/party,terms/1/type,terms/1/start,terms/1/end,terms/1/state,terms/1/district,terms/1/party,terms/2/type,terms/2/start,terms/2/end,terms/2/state,terms/2/district,terms/2/party,terms/3/type,terms/3/start,terms/3/end,terms/3/state,terms/3/district,terms/3/party,terms/4/type,terms/4/start,terms/4/end,terms/4/state,terms/4/district,terms/4/party,terms/5/type,terms/5/start,terms/5/end,terms/5/state,terms/5/district,terms/5/party,terms/5/url,terms/6/type,terms/6/start,terms/6/end,terms/6/state,terms/6/district,terms/6/party,terms/6/url,terms/7/type,terms/7/start,terms/7/end,terms/7/state,terms/7/class,terms/7/party,terms/7/url,terms/7/address,terms/7/phone,terms/7/fax,terms/7/contact_form,terms/7/office,terms/8/type,terms/8/start,terms/8/end,terms/8/state,terms/8/party,terms/8/class,terms/8/url,terms/8/address,terms/8/phone,terms/8/fax,terms/8/contact_form,terms/8/office,terms/8/state_rank,terms/8/rss_url,terms/1/class,terms/1/url,terms/2/class,terms/2/url,terms/2/address,terms/2/phone,terms/2/fax,terms/2/contact_form,terms/2/office,terms/3/class,terms/3/url,terms/3/address,terms/3/phone,terms/3/fax,terms/3/contact_form,terms/3/office,terms/3/state_rank,terms/3/rss_url,name/middle,terms/7/district,terms/8/district,terms/9/type,terms/9/start,terms/9/end,terms/9/state,terms/9/district,terms/9/party,terms/9/url,terms/10/type,terms/10/start,terms/10/end,terms/10/state,terms/10/class,terms/10/party,terms/10/url,terms/10/address,terms/10/phone,terms/10/fax,terms/10/contact_form,terms/10/office,terms/11/type,terms/11/start,terms/11/end,terms/11/state,terms/11/party,terms/11/class,terms/11/url,terms/11/address,terms/11/phone,terms/11/fax,terms/11/contact_form,terms/11/office,terms/11/state_rank,terms/11/rss_url,terms/5/class,terms/6/class,terms/6/address,terms/6/phone,terms/6/fax,terms/6/contact_form,terms/6/office,terms/7/state_rank,terms/7/rss_url,name/nickname,name/suffix,terms/0/class,terms/0/url,terms/0/address,terms/0/phone,terms/0/fax,terms/0/contact_form,terms/0/office,terms/1/address,terms/1/phone,terms/1/fax,terms/1/contact_form,terms/1/office,terms/1/state_rank,terms/1/rss_url,terms/4/class,terms/4/url,terms/4/address,terms/4/phone,terms/4/fax,terms/4/contact_form,terms/4/office,terms/4/state_rank,terms/4/rss_url,terms/5/address,terms/5/phone,terms/5/fax,terms/5/contact_form,terms/5/office,terms/6/state_rank,terms/6/rss_url,terms/9/class,terms/9/address,terms/9/phone,terms/9/fax,terms/9/contact_form,terms/9/office,terms/9/state_rank,terms/9/rss_url,terms/9/caucus,terms/2/state_rank,terms/2/rss_url,terms/10/state_rank,terms/10/rss_url,terms/5/state_rank,terms/5/rss_url,terms/0/state_rank,terms/0/rss_url,terms/10/district,terms/11/district,terms/12/type,terms/12/start,terms/12/end,terms/12/state,terms/12/district,terms/12/party,terms/12/url,terms/13/type,terms/13/start,terms/13/end,terms/13/state,terms/13/district,terms/13/party,terms/13/url,terms/13/address,terms/13/phone,terms/13/fax,terms/13/contact_form,terms/13/office,terms/14/type,terms/14/start,terms/14/end,terms/14/state,terms/14/party,terms/14/district,terms/14/url,terms/14/address,terms/14/phone,terms/14/fax,terms/14/contact_form,terms/14/office,terms/14/rss_url,terms/15/type,terms/15/start,terms/15/end,terms/15/state,terms/15/party,terms/15/district,terms/15/url,terms/15/address,terms/15/phone,terms/15/fax,terms/15/contact_form,terms/15/office,terms/15/rss_url,terms/16/type,terms/16/start,terms/16/end,terms/16/state,terms/16/district,terms/16/party,terms/17/type,terms/17/start,terms/17/end,terms/17/state,terms/17/district,terms/17/party,terms/18/type,terms/18/start,terms/18/end,terms/18/state,terms/18/district,terms/18/party,terms/19/type,terms/19/start,terms/19/end,terms/19/state,terms/19/district,terms/19/party,terms/19/url,terms/20/type,terms/20/start,terms/20/end,terms/20/state,terms/20/district,terms/20/party,terms/20/url,terms/21/type,terms/21/start,terms/21/end,terms/21/state,terms/21/district,terms/21/party,terms/21/url,terms/22/type,terms/22/start,terms/22/end,terms/22/state,terms/22/district,terms/22/party,terms/22/url,terms/23/type,terms/23/start,terms/23/end,terms/23/state,terms/23/district,terms/23/party,terms/23/url,terms/23/address,terms/23/phone,terms/23/fax,terms/23/contact_form,terms/23/office,terms/24/type,terms/24/start,terms/24/end,terms/24/state,terms/24/party,terms/24/district,terms/24/url,terms/24/address,terms/24/phone,terms/24/fax,terms/24/contact_form,terms/24/office,terms/24/rss_url,terms/25/type,terms/25/start,terms/25/end,terms/25/state,terms/25/party,terms/25/district,terms/25/url,terms/25/address,terms/25/phone,terms/25/fax,terms/25/contact_form,terms/25/office,terms/25/rss_url,terms/12/address,terms/12/phone,terms/12/fax,terms/12/contact_form,terms/12/office,terms/12/rss_url,terms/13/rss_url,terms/16/url,terms/16/address,terms/16/phone,terms/16/fax,terms/16/contact_form,terms/16/office,terms/16/rss_url,terms/17/url,terms/17/address,terms/17/phone,terms/17/fax,terms/17/contact_form,terms/17/office,terms/17/rss_url,terms/18/url,terms/18/address,terms/18/phone,terms/18/fax,terms/18/contact_form,terms/18/office,terms/19/address,terms/19/phone,terms/19/fax,terms/19/contact_form,terms/19/office,terms/19/rss_url,terms/20/class,terms/20/state_rank,terms/20/phone,terms/20/office,terms/20/address,terms/20/contact_form,terms/21/class,terms/21/state_rank,terms/21/phone,terms/21/office,terms/21/address,terms/21/contact_form,terms/20/fax,terms/21/fax,terms/21/rss_url,terms/22/address,terms/22/phone,terms/22/fax,terms/22/contact_form,terms/22/office,terms/22/rss_url,terms/18/rss_url,terms/20/rss_url
John Kline (politician),John Kline,John,Kline,John Kline,9/6/47,M,rep,1/7/03,1/3/05,MN,2,Republican,rep,1/4/05,1/3/07,MN,2,Republican,rep,1/4/07,1/3/09,MN,2,Republican,rep,1/6/09,1/3/11,MN,2,Republican,rep,1/5/11,1/3/13,MN,2,Republican,rep,1/3/13,1/3/15,MN,2,Republican,http://kline.house.gov,rep,1/6/15,1/3/17,MN,2,Republican,http://kline.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/kline,,http://kline.house.gov,,,,,,,http://kline.house.gov,,,,,,,,Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2439 Rayburn HOB; Washington DC 20515-2302,202-225-2271,202-225-2595,http://kline.house.gov/contact/,2439 Rayburn House Office Building,,,,,,http://www.house.gov/kline,,,,,,,,,,,,,,http://kline.house.gov,2439 Rayburn HOB; Washington DC 20515-2302,202-225-2271,202-225-2595,http://kline.house.gov/index.cfm?FuseAction=ContactInformation.ContactForm&amp;To=mn02hwyr@housemail.house.gov&amp;CFID=22307054&amp;CFTOKEN=28173710,2439 Rayburn House Office Building,,,2439 Rayburn HOB; Washington DC 20515-2302,202-225-2271,202-225-2595,http://kline.house.gov/contact/,2439 Rayburn House Office Building,,http://kline.house.gov/common/rss/?rss=47,,,,,,,,,,,,,,,http://kline.house.gov/common/rss/?rss=47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RaÌÄå¼l Labrador,Raul Labrador,RaÌÄå¼l,Labrador,RaÌÄå¼l R. Labrador,12/8/67,M,rep,1/5/11,1/3/13,ID,1,Republican,rep,1/3/13,1/3/15,ID,1,Republican,rep,1/6/15,1/3/17,ID,1,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://labrador.house.gov,,http://labrador.house.gov,1523 Longworth HOB; Washington DC 20515-1201,202-225-6611,202-225-3029,https://labradorforms.house.gov/email-me,1523 Longworth House Office Building,,,,,,,,,,R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://labrador.house.gov/,1523 Longworth HOB; Washington DC 20515-1201,202-225-6611,202-225-3029,,1523 Longworth House Office Building,1523 Longworth HOB; Washington DC 20515-1201,202-225-6611,202-225-3029,https://labradorforms.house.gov/email-me,1523 Longworth House Office Building,,http://labrador.house.gov/common/rss//index.cfm?rss=49,,,,,,,,,,,,,,,,,,,,,,,,,,,http://labrador.house.gov/common/rss//index.cfm?rss=49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Lamborn,Doug Lamborn,Doug,Lamborn,Doug Lamborn,5/24/54,M,rep,1/4/07,1/3/09,CO,5,Republican,rep,1/6/09,1/3/11,CO,5,Republican,rep,1/5/11,1/3/13,CO,5,Republican,rep,1/3/13,1/3/15,CO,5,Republican,rep,1/6/15,1/3/17,CO,5,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lamborn.house.gov,,http://lamborn.house.gov,437 Cannon HOB; Washington DC 20515-0605,202-225-4422,202-226-2638,http://lamborn.house.gov/ZipAuth.aspx,437 Cannon House Office Building,,http://lamborn.house.gov,2402 Rayburn HOB; Washington DC 20515-0605,202-225-4422,202-226-2638,https://lambornforms.house.gov/contact-form,2402 Rayburn House Office Building,,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lamborn.house.gov,,,,,,,,,,,,,,http://lamborn.house.gov,2402 Rayburn HOB; Washington DC 20515-0605,202-225-4422,202-226-2638,https://lambornforms.house.gov/contact-form,2402 Rayburn House Office Building,,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Lance,,Leonard,Lance,Leonard Lance,6/25/52,M,rep,1/6/09,1/3/11,NJ,7,Republican,rep,1/5/11,1/3/13,NJ,7,Republican,rep,1/3/13,1/3/15,NJ,7,Republican,rep,1/6/15,1/3/17,NJ,7,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lance.house.gov,,http://lance.house.gov,133 Cannon HOB; Washington DC 20515-3007,202-225-5361,202-225-9460,https://lance.house.gov/contact-me1,133 Cannon House Office Building,,http://lance.house.gov,2352 Rayburn HOB; Washington DC 20515-3007,202-225-5361,202-225-9460,https://lance.house.gov/contact-me1,2352 Rayburn House Office Building,,http://lance.house.gov/rss-button/rss-button/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lance.house.gov,,,,,,426 Cannon HOB; Washington DC 20515-3007,202-225-5361,202-225-9460,https://forms.house.gov/lance/contact-form.shtml,426 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lance.house.gov/rss-button/rss-button/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Langevin,Jim Langevin,James,Langevin,James R. Langevin,4/22/64,M,rep,1/3/01,1/3/03,RI,2,Democrat,rep,1/7/03,1/3/05,RI,2,Democrat,rep,1/4/05,1/3/07,RI,2,Democrat,rep,1/4/07,1/3/09,RI,2,Democrat,rep,1/6/09,1/3/11,RI,2,Democrat,rep,1/5/11,1/3/13,RI,2,Democrat,http://www.house.gov/langevin,rep,1/3/13,1/3/15,RI,2,Democrat,http://langevin.house.gov,rep,1/6/15,1/3/17,RI,,Democrat,http://langevin.house.gov,2077 Rayburn HOB; Washington DC 20515-3902,202-225-2735,202-225-5976,https://langevin.house.gov/contact-me/email-me,2077 Rayburn House Office Building,,,,,,,,,,,,,,,,http://www.house.gov/langevin,,http://www.house.gov/langevin,,,,,,,http://www.house.gov/langevin,,,,,,,,R.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109 Cannon HOB; Washington DC 20515-3902,202-225-2735,202-225-5976,https://langevin.house.gov/contact-me/email-me,109 Cannon House Office Building,,http://langevin.house.gov/rss.xml,Jim,,,,,,,,,,,,,,,,,http://www.house.gov/langevin,,,,,,,,109 Cannon HOB; Washington DC 20515-3902,202-225-2735,202-225-5976,http://langevin.house.gov/comments.shtml,109 Cannon House Office Building,,http://langevin.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Lankford,James Lankford,James,Lankford,James Lankford,3/4/68,M,rep,1/5/11,1/3/13,OK,5,Republican,rep,1/3/13,1/3/15,OK,5,Republican,sen,1/6/15,1/3/17,OK,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lankford.house.gov,3,http://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,,,316 Hart Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lankford.house.gov/,509 Cannon HOB; Washington DC 20515-3605,202-225-2132,202-226-1463,,509 Cannon House Office Building,228 Cannon HOB; Washington DC 20515-3605,202-225-2132,202-226-1463,https://lankford.house.gov/contact-me/,228 Cannon House Office Building,,http://lankford.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Larsen,,Rick,Larsen,Rick Larsen,6/15/65,M,rep,1/3/01,1/3/03,WA,2,Democrat,rep,1/7/03,1/3/05,WA,2,Democrat,rep,1/4/05,1/3/07,WA,2,Democrat,rep,1/4/07,1/3/09,WA,2,Democrat,rep,1/6/09,1/3/11,WA,2,Democrat,rep,1/5/11,1/3/13,WA,2,Democrat,http://www.house.gov/larsen,rep,1/3/13,1/3/15,WA,2,Democrat,http://larsen.house.gov,rep,1/6/15,1/3/17,WA,,Democrat,http://larsen.house.gov,2113 Rayburn HOB; Washington DC 20515-4702,202-225-2605,202-225-4420,http://larsen.house.gov/contact-rick/email-rick,2113 Rayburn House Office Building,,,,,,,,,,,,,,,,http://www.house.gov/larsen,,http://www.house.gov/larsen,,,,,,,http://www.house.gov/larsen,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113 Rayburn HOB; Washington DC 20515-4702,202-225-2605,202-225-4420,http://larsen.house.gov/contact-rick/email-rick,2113 Rayburn House Office Building,,http://larsen.house.gov/rss.xml,,,,,,,,,,,,,,,,,,http://www.house.gov/larsen,,,,,,,,108 Cannon HOB; Washington DC 20515-4702,202-225-2605,202-225-4420,http://www.house.gov/larsen/contact/,108 Cannon House Office Building,,http://larsen.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John B. Larson,John B. Larson,John,Larson,John B. Larson,7/22/48,M,rep,1/6/99,1/3/01,CT,1,Democrat,rep,1/3/01,1/3/03,CT,1,Democrat,rep,1/7/03,1/3/05,CT,1,Democrat,rep,1/4/05,1/3/07,CT,1,Democrat,rep,1/4/07,1/3/09,CT,1,Democrat,rep,1/6/09,1/3/11,CT,1,Democrat,http://www.house.gov/larson,rep,1/5/11,1/3/13,CT,1,Democrat,http://www.house.gov/larson,rep,1/3/13,1/3/15,CT,,Democrat,http://www.larson.house.gov,1501 Longworth HOB; Washington DC 20515-0701,202-225-2265,202-225-1031,https://forms.house.gov/larson/contact_new.html,1501 Longworth House Office Building,rep,1/6/15,1/3/17,CT,Democrat,,http://larson.house.gov,1501 Longworth HOB; Washington DC 20515-0701,202-225-2265,202-225-1031,https://forms.house.gov/larson/contact_new.html,1501 Longworth House Office Building,,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,,,,http://www.house.gov/larson,,,,,,,http://www.house.gov/larson,,,,,,,,B.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501 Longworth HOB; Washington DC 20515-0701,202-225-2265,202-225-1031,http://www.house.gov/writerep,1501 Longworth House Office Building,,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,http://www.house.gov/larson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Latta,Robert E. Latta,Robert,Latta,Robert E. Latta,4/18/56,M,rep,12/13/07,1/3/09,OH,5,Republican,rep,1/6/09,1/3/11,OH,5,Republican,rep,1/5/11,1/3/13,OH,5,Republican,rep,1/3/13,1/3/15,OH,5,Republican,rep,1/6/15,1/3/17,OH,5,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://latta.house.gov/,,http://latta.house.gov/,1323 Longworth HOB; Washington DC 20515-3505,202-225-6405,202-225-1985,http://latta.house.gov/contactform_zipcheck.shtml,1323 Longworth House Office Building,,http://latta.house.gov,2448 Rayburn HOB; Washington DC 20515-3505,202-225-6405,202-225-1985,https://latta.house.gov/contact/contactform.htm,2448 Rayburn House Office Building,,http://latta.house.gov/news/rss.aspx,E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://latta.house.gov/,,,,,,,,,,,,,,http://latta.house.gov,2448 Rayburn HOB; Washington DC 20515-3505,202-225-6405,202-225-1985,https://latta.house.gov/contact/contactform.htm,2448 Rayburn House Office Building,,http://latta.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Leahy,Patrick Leahy,Patrick,Leahy,Patrick J. Leahy,3/31/40,M,sen,1/14/75,1/3/81,VT,,Democrat,sen,1/5/81,1/3/87,VT,,Democrat,sen,1/6/87,1/3/93,VT,,Democrat,sen,1/5/93,1/3/99,VT,,Democrat,sen,1/6/99,1/3/05,VT,,Democrat,sen,1/4/05,1/3/11,VT,,Democrat,http://leahy.senate.gov/,sen,1/5/11,1/3/17,VT,,Democrat,https://www.leahy.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,3,,,,,,,,,J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,437 Russell Senate Office Building Washington DC 20510,202-224-4242,202-224-3479,https://www.leahy.senate.gov/contact/,437 Russell Senate Office Building,,,,,3,,,,,,,,,,,,,,3,http://leahy.senate.gov/,,,,,,,,,,,,,senior,http://www.leahy.senate.gov/rss/feeds/press/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Lee,,Barbara,Lee,Barbara Lee,7/16/46,F,rep,4/7/98,1/3/99,CA,9,Democrat,rep,1/6/99,1/3/01,CA,9,Democrat,rep,1/3/01,1/3/03,CA,9,Democrat,rep,1/7/03,1/3/05,CA,9,Democrat,rep,1/4/05,1/3/07,CA,9,Democrat,rep,1/4/07,1/3/09,CA,9,Democrat,http://lee.house.gov,rep,1/6/09,1/3/11,CA,9,Democrat,http://lee.house.gov,rep,1/5/11,1/3/13,CA,,Democrat,http://lee.house.gov,2267 Rayburn HOB; Washington DC 20515-0509,202-225-2661,202-225-9817,"http://lee.house.gov/?sectionid=44&amp;sectiontree=18,44",2267 Rayburn House Office Building,rep,1/3/13,1/3/15,CA,Democrat,,http://lee.house.gov,2267 Rayburn HOB; Washington DC 20515-0513,202-225-2661,202-225-9817,http://lee.house.gov/contact-the-office/email-me,2267 Rayburn House Office Building,,http://lee.house.gov/rss.xml,,,,,,,,,,,http://www.house.gov/lee,,,,,,,,,9,13,rep,1/6/15,1/3/17,CA,13,Democrat,http://lee.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/lee,,,,,,,,,,,,,,,,2267 Rayburn HOB; Washington DC 20515-0513,202-225-2661,202-225-9817,http://lee.house.gov/contact-the-office/email-me,2267 Rayburn House Office Building,,http://lee.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Lee (U.S. politician),Mike Lee,Mike,Lee,Mike Lee,6/4/71,M,sen,1/5/11,1/3/17,UT,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,http://www.lee.senate.gov,361A Russell Senate Office Building Washington DC 20510,202-224-5444,,http://www.lee.senate.gov/public/index.cfm/contact,361a Russell Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junior,http://www.lee.senate.gov/public/index.cfm/rss/feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sander Levin,Sander Levin,Sander,Levin,Sander M. Levin,9/6/31,M,rep,1/3/83,1/3/85,MI,17,Democrat,rep,1/3/85,1/3/87,MI,17,Democrat,rep,1/6/87,1/3/89,MI,17,Democrat,rep,1/3/89,1/3/91,MI,17,Democrat,rep,1/3/91,1/3/93,MI,17,Democrat,rep,1/5/93,1/3/95,MI,12,Democrat,,rep,1/4/95,1/3/97,MI,12,Democrat,,rep,1/7/97,1/3/99,MI,,Democrat,,,,,,,rep,1/6/99,1/3/01,MI,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.,12,12,rep,1/3/01,1/3/03,MI,12,Democrat,,rep,1/7/03,1/3/05,MI,,Democrat,http://www.house.gov/levin,,,,,,rep,1/4/05,1/3/07,MI,Democrat,,http://www.house.gov/levin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,rep,1/4/07,1/3/09,MI,12,Democrat,http://www.house.gov/levin,rep,1/6/09,1/3/11,MI,12,Democrat,http://www.house.gov/levin,,,,,,rep,1/5/11,1/3/13,MI,Democrat,12,http://www.house.gov/levin,1236 Longworth HOB; Washington DC 20515-2212,202-225-4961,202-226-1033,http://www.house.gov/levin/levin_contact_email.shtml,1236 Longworth House Office Building,,rep,1/3/13,1/3/15,MI,Democrat,9,http://levin.house.gov,1236 Longworth HOB; Washington DC 20515-2209,202-225-4961,202-226-1033,https://levin.house.gov/contact-me/email-me,1236 Longworth House Office Building,http://levin.house.gov/rss.xml,rep,1/6/15,1/3/17,MI,9,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://levin.house.gov,1236 Longworth HOB; Washington DC 20515-2209,202-225-4961,202-226-1033,https://levin.house.gov/contact-me/email-me,1236 Longworth House Office Building,http://levin.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
